bill_id,history_trace
26282,"{""2024-02-05 >> Read first time. To print."",""2024-02-06 >> From printer. May be heard in committee March 7."",""2024-02-20 >> Referred to Com. on U. & E."",""2024-04-02 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-04-18 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 16. Noes 0.) (April 17)."",""2024-04-22 >> Read second time and amended."",""2024-04-23 >> Re-referred to Com. on APPR."",""2024-05-08 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2024-05-16 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 16)."",""2024-05-20 >> Read second time. Ordered to third reading."",""2024-05-21 >> Read third time. Passed. Ordered to the Senate. (Ayes 73. Noes 0.)"",""2024-05-22 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-29 >> Referred to Com. on E., U. & C."",""2024-06-18 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 14. Noes 0.) (June 18). Re-referred to Com. on APPR."",""2024-07-01 >> In committee: Referred to suspense file."",""2024-08-15 >> From committee: Do pass. (Ayes 7. Noes 0.) (August 15)."",""2024-08-19 >> Read second time. Ordered to third reading."",""2024-08-23 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-27 >> Read third time. Passed. Ordered to the Assembly. (Ayes 38. Noes 0.)."",""2024-08-28 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 77. Noes 0.)."",""2024-08-28 >> Assembly Rule 77 suspended."",""2024-08-28 >> In Assembly. Concurrence in Senate amendments pending. May be considered on or after August 30 pursuant to Assembly Rule 77."",""2024-09-10 >> Enrolled and presented to the Governor at 4:30 p.m."",""2024-09-27 >> Approved by the Governor."",""2024-09-27 >> Chaptered by Secretary of State - Chapter 700, Statutes of 2024.""}"
26284,"{""2024-08-26 >> Introduced."",""2024-08-27 >> From committee: Be adopted. To Consent Calendar. (Ayes 11. Noes 0.) (August 27)."",""2024-08-27 >> Referred to Com. on RLS."",""2024-08-29 >> Read. Adopted. (Ayes 75. Noes 0.).""}"
26288,"{""2024-06-13 >> Introduced. Referred to Com. on RLS."",""2024-06-26 >> From committee: Ordered to third reading."",""2024-08-05 >> Read. Adopted. (Ayes 40. Noes 0. Page 4949.)""}"
26290,"{""2024-02-12 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-02-13 >> From printer. May be acted upon on or after March 14."",""2024-02-21 >> Referred to Com. on RLS."",""2024-03-19 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2024-04-03 >> Re-referred to Coms. on HEALTH and HUMAN S."",""2024-04-04 >> Set for hearing April 10."",""2024-04-05 >> Set for hearing April 15 in HUMAN S. pending receipt."",""2024-04-11 >> From committee: Do pass and re-refer to Com. on HUMAN S. (Ayes 11. Noes 0. Page 3561.) (April 10). Re-referred to Com. on HUMAN S."",""2024-04-16 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 3606.) (April 15)."",""2024-04-17 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-04-22 >> Set for hearing April 29."",""2024-04-29 >> April 29 hearing: Placed on APPR suspense file."",""2024-05-10 >> Set for hearing May 16."",""2024-05-16 >> From committee: Do pass. (Ayes 7. Noes 0. Page 3970.) (May 16)."",""2024-05-16 >> Read second time. Ordered to third reading."",""2024-05-20 >> Read third time and amended."",""2024-05-20 >> Ordered to second reading."",""2024-05-21 >> Read second time. Ordered to third reading."",""2024-05-23 >> Read third time. Passed. (Ayes 36. Noes 0. Page 4191.) Ordered to the Assembly."",""2024-05-24 >> In Assembly. Read first time. Held at Desk."",""2024-06-03 >> Referred to Coms. on HEALTH and HUM. S."",""2024-06-12 >> From committee: Do pass and re-refer to Com. on HUM. S. (Ayes 16. Noes 0.) (June 11). Re-referred to Com. on HUM. S."",""2024-06-26 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 0.) (June 25)."",""2024-06-27 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-08-07 >> August 7 set for first hearing. Placed on suspense file."",""2024-08-15 >> August 15 hearing: Held in committee and under submission.""}"
26295,"{""2024-01-30 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-01-31 >> From printer. May be acted upon on or after March 1."",""2024-02-14 >> Referred to Com. on E. & C.A."",""2024-03-08 >> Set for hearing March 19."",""2024-03-19 >> March 19 set for first hearing. Failed passage in committee. (Ayes 1. Noes 0. Page 3348.) Reconsideration granted.""}"
26297,"{""2024-07-03 >> Introduced."",""2024-08-05 >> From committee: Be adopted. Ordered to Third Reading. (Ayes 8. Noes 2.) (August 5)."",""2024-08-05 >> Referred to Com. on RLS."",""2024-08-08 >> Read. Adopted."",""2024-08-08 >> Coauthors revised.""}"
26298,"{""2024-02-13 >> Read first time. To print."",""2024-02-14 >> From printer. May be heard in committee March 15."",""2024-03-21 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on P.E. & R. Read second time and amended."",""2024-03-21 >> Referred to Coms. on P.E. & R. and JUD."",""2024-04-01 >> Re-referred to Com. on P.E. & R."",""2024-04-17 >> From committee: Do pass and re-refer to Com. on JUD. (Ayes 4. Noes 2.) (April 17). Re-referred to Com. on JUD."",""2024-04-25 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 2.) (April 23)."",""2024-04-29 >> Read second time and amended."",""2024-04-30 >> Re-referred to Com. on APPR."",""2024-05-15 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2024-05-16 >> In committee: Held under submission."",""2024-05-16 >> Joint Rule 62(a), file notice suspended.""}"
26299,"{""2024-02-16 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-02-20 >> From printer. May be acted upon on or after March 18."",""2024-02-29 >> Referred to Com. on RLS."",""2024-03-19 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2024-04-03 >> Re-referred to Com. on HEALTH."",""2024-04-05 >> Set for hearing April 24."",""2024-04-25 >> From committee: Do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0. Page 3756.) (April 24)."",""2024-04-29 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-04-30 >> Set for hearing May 6."",""2024-05-06 >> May 6 hearing: Placed on APPR suspense file."",""2024-05-10 >> Set for hearing May 16."",""2024-05-16 >> Read second time. Ordered to third reading."",""2024-05-16 >> From committee: Do pass. (Ayes 7. Noes 0. Page 3984.) (May 16)."",""2024-05-22 >> Read third time. Passed. (Ayes 38. Noes 0. Page 4140.) Ordered to the Assembly."",""2024-05-23 >> In Assembly. Read first time. Held at Desk."",""2024-06-03 >> Referred to Com. on HEALTH."",""2024-06-19 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 13. Noes 0.) (June 18). Re-referred to Com. on APPR."",""2024-08-07 >> August 7 set for first hearing. Placed on suspense file."",""2024-08-15 >> From committee: Do pass. (Ayes 14. Noes 0.) (August 15)."",""2024-08-19 >> Read second time. Ordered to third reading."",""2024-08-22 >> Read third time and amended."",""2024-08-22 >> Ordered to third reading."",""2024-08-28 >> In Senate. Concurrence in Assembly amendments pending."",""2024-08-28 >> Read third time. Passed. (Ayes 69. Noes 0. Page 6730.) Ordered to the Senate."",""2024-08-29 >> Ordered to special consent calendar."",""2024-08-30 >> Assembly amendments concurred in. (Ayes 40. Noes 0.) Ordered to engrossing and enrolling."",""2024-09-10 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-28 >> Approved by the Governor."",""2024-09-28 >> Chaptered by Secretary of State. Chapter 896, Statutes of 2024.""}"
26302,"{""2024-02-08 >> Read first time. To print."",""2024-02-09 >> From printer. May be heard in committee March 10."",""2024-02-26 >> Referred to Com. on REV. & TAX."",""2024-03-04 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."",""2024-03-06 >> Re-referred to Com. on REV. & TAX."",""2024-03-11 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-03-21 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."",""2024-04-01 >> Re-referred to Com. on REV. & TAX."",""2024-04-01 >> In committee: Set, second hearing. Hearing canceled at the request of author.""}"
26304,"{""2024-02-14 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-02-15 >> From printer. May be acted upon on or after March 16."",""2024-02-21 >> Referred to Com. on RLS."",""2024-03-18 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2024-04-03 >> Re-referred to Coms. on JUD. and APPR."",""2024-04-12 >> Set for hearing April 23."",""2024-04-24 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0. Page 3725.) (April 23). Re-referred to Com. on APPR."",""2024-05-03 >> Set for hearing May 13."",""2024-05-13 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2024-05-14 >> Read second time. Ordered to third reading."",""2024-05-20 >> Read third time. Passed. (Ayes 39. Noes 0. Page 4020.) Ordered to the Assembly."",""2024-05-21 >> In Assembly. Read first time. Held at Desk."",""2024-05-28 >> Referred to Coms. on H. & C.D. and JUD."",""2024-06-12 >> From committee: Do pass and re-refer to Com. on JUD. with recommendation: To consent calendar. (Ayes 9. Noes 0.) (June 12). Re-referred to Com. on JUD."",""2024-06-18 >> From committee: Do pass as amended. Ordered to consent calendar. (Ayes 12. Noes 0.) (June 18)."",""2024-06-19 >> Read second time and amended. Ordered to consent calendar."",""2024-06-20 >> Read second time. Ordered to consent calendar."",""2024-06-26 >> Read third time. Passed. (Ayes 75. Noes 0. Page 6036.) Ordered to the Senate."",""2024-06-27 >> In Senate. Concurrence in Assembly amendments pending."",""2024-07-01 >> Ordered to special consent calendar."",""2024-07-03 >> Assembly amendments concurred in. (Ayes 39. Noes 0. Page 4932.) Ordered to engrossing and enrolling."",""2024-07-16 >> Enrolled and presented to the Governor at 2:30 p.m."",""2024-07-18 >> Approved by the Governor."",""2024-07-18 >> Chaptered by Secretary of State. Chapter 162, Statutes of 2024.""}"
26305,"{""2024-01-31 >> Read first time. To print."",""2024-02-01 >> From printer. May be heard in committee March 2."",""2024-02-12 >> Referred to Coms. on U. & E. and NAT. RES."",""2024-03-06 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."",""2024-03-07 >> Re-referred to Com. on U. & E."",""2024-05-02 >> Coauthors revised.""}"
26306,"{""2024-02-16 >> Read first time. To print."",""2024-02-17 >> From printer. May be heard in committee March 18."",""2024-03-11 >> Referred to Com. on HIGHER ED."",""2024-03-11 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on HIGHER ED. Read second time and amended."",""2024-03-12 >> Re-referred to Com. on HIGHER ED."",""2024-04-17 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 16). Re-referred to Com. on APPR."",""2024-04-17 >> Coauthors revised."",""2024-05-01 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2024-05-16 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 16)."",""2024-05-20 >> Read second time. Ordered to third reading."",""2024-05-22 >> Read third time. Passed. Ordered to the Senate. (Ayes 70. Noes 0.)"",""2024-05-23 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-06-05 >> Referred to Com. on ED."",""2024-06-24 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (June 19)."",""2024-06-25 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-08-05 >> In committee: Referred to APPR suspense file."",""2024-08-15 >> In committee: Held under submission.""}"
26307,"{""2024-01-29 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-01-30 >> From printer. May be acted upon on or after February 29."",""2024-02-14 >> Referred to Com. on PUB S."",""2024-02-27 >> Set for hearing March 19."",""2024-02-27 >> March 19 set for first hearing canceled at the request of author."",""2024-02-28 >> Set for hearing March 12."",""2024-03-05 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on PUB S."",""2024-03-12 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0. Page 3283.) (March 12). Re-referred to Com. on APPR."",""2024-03-28 >> Set for hearing April 8."",""2024-04-08 >> April 8 hearing: Placed on APPR suspense file."",""2024-05-10 >> Set for hearing May 16."",""2024-05-16 >> From committee: Do pass as amended. (Ayes 7. Noes 0. Page 3966.) (May 16)."",""2024-05-16 >> Read second time and amended. Ordered to second reading."",""2024-05-20 >> Read second time. Ordered to third reading."",""2024-05-22 >> Read third time. Passed. (Ayes 39. Noes 0. Page 4133.) Ordered to the Assembly."",""2024-05-23 >> In Assembly. Read first time. Held at Desk."",""2024-06-03 >> Referred to Com. on PUB. S."",""2024-06-11 >> Coauthors revised."",""2024-06-11 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (June 11). Re-referred to Com. on APPR."",""2024-06-19 >> From committee: Do pass as amended. (Ayes 9. Noes 4.) (June 19)."",""2024-06-20 >> Read second time and amended. Ordered to second reading."",""2024-06-24 >> Read second time. Ordered to third reading."",""2024-07-01 >> Ordered to third reading."",""2024-07-01 >> Read third time and amended."",""2024-07-01 >> Assembly Rule 69 suspended. (Ayes 54. Noes 15. Page 6106.)"",""2024-08-08 >> Read third time. Passed. (Ayes 72. Noes 0. Page 6244.) Ordered to the Senate."",""2024-08-08 >> In Senate. Concurrence in Assembly amendments pending."",""2024-08-12 >> Assembly amendments concurred in. (Ayes 38. Noes 0. Page 5038.) Ordered to engrossing and enrolling."",""2024-08-15 >> Enrolled and presented to the Governor at 11:45 a.m."",""2024-08-16 >> Approved by the Governor."",""2024-08-16 >> Chaptered by Secretary of State. Chapter 171, Statutes of 2024.""}"
26310,"{""2024-01-31 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-02-01 >> From printer. May be acted upon on or after March 2."",""2024-02-21 >> Referred to Com. on L. GOV."",""2024-03-06 >> Set for hearing March 20."",""2024-03-07 >> March 20 set for first hearing canceled at the request of author."",""2024-03-19 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on L. GOV."",""2024-04-17 >> Set for hearing May 1."",""2024-05-01 >> From committee: Do pass. Ordered to consent calendar. (Ayes 6. Noes 0. Page 3820.) (May 1)."",""2024-05-02 >> Read second time. Ordered to consent calendar."",""2024-05-09 >> Read third time. Passed. (Ayes 37. Noes 0. Page 3872.) Ordered to the Assembly."",""2024-05-09 >> In Assembly. Read first time. Held at Desk."",""2024-05-20 >> Referred to Com. on L. GOV."",""2024-06-05 >> From committee: Do pass. Ordered to consent calendar. (Ayes 9. Noes 0.) (June 5)."",""2024-06-06 >> Read second time. Ordered to consent calendar."",""2024-06-13 >> Read third time. Passed. (Ayes 77. Noes 0. Page 5859.) Ordered to the Senate."",""2024-06-13 >> In Senate. Ordered to engrossing and enrolling."",""2024-06-19 >> Enrolled and presented to the Governor at 11 a.m."",""2024-06-26 >> Approved by the Governor."",""2024-06-26 >> Chaptered by Secretary of State. Chapter 28, Statutes of 2024.""}"
26311,"{""2024-02-13 >> Read first time. To print."",""2024-02-14 >> From printer. May be heard in committee March 15."",""2024-03-04 >> Referred to Com. on NAT. RES."",""2024-04-01 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."",""2024-04-02 >> Re-referred to Com. on NAT. RES."",""2024-04-09 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (April 8)."",""2024-04-10 >> Read second time and amended."",""2024-04-11 >> Re-referred to Com. on APPR."",""2024-05-08 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2024-05-16 >> From committee: Amend, and do pass as amended. (Ayes 11. Noes 0.) (May 16)."",""2024-05-16 >> Assembly Rule 63 suspended."",""2024-05-16 >> Read second time and amended. Ordered returned to second reading."",""2024-05-20 >> Read second time. Ordered to third reading."",""2024-05-21 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 0.)"",""2024-05-22 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-29 >> Referred to Com. on E.Q."",""2024-06-19 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-07-03 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (July 3)."",""2024-07-03 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-08-05 >> In committee: Referred to APPR suspense file."",""2024-08-19 >> From committee: Amend, and do pass as amended. (Ayes 7. Noes 0.) (August 15)."",""2024-08-20 >> Read second time and amended. Ordered to third reading."",""2024-08-23 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-29 >> Ordered to inactive file at the request of Senator Gonzalez.""}"
26313,"{""2024-02-13 >> Read first time. To print."",""2024-02-14 >> From printer. May be heard in committee March 15."",""2024-03-21 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."",""2024-03-21 >> Referred to Coms. on U. & E. and NAT. RES."",""2024-03-28 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-04-01 >> Re-referred to Com. on U. & E."",""2024-04-08 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."",""2024-04-09 >> Re-referred to Com. on U. & E."",""2024-04-15 >> Assembly Rule 56 suspended. (Page 4775.)"",""2024-04-15 >> (Pending re-refer to Com. on NAT. RES.)"",""2024-04-17 >> In committee: Set, second hearing. Hearing canceled at the request of author."",""2024-04-24 >> In committee: Set, final hearing. Hearing canceled at the request of author.""}"
26314,"{""2024-02-15 >> Read first time. To print."",""2024-02-16 >> From printer. May be heard in committee March 17."",""2024-03-18 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."",""2024-03-18 >> Referred to Com. on HEALTH."",""2024-03-19 >> Re-referred to Com. on HEALTH."",""2024-04-10 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."",""2024-04-11 >> Re-referred to Com. on HEALTH."",""2024-04-24 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 16. Noes 0.) (April 23). Re-referred to Com. on APPR."",""2024-05-08 >> From committee: Do pass. To Consent Calendar. (Ayes 15. Noes 0.) (May 8)."",""2024-05-09 >> Read second time. Ordered to Consent Calendar."",""2024-05-16 >> Read third time. Passed. Ordered to the Senate. (Ayes 71. Noes 0.)"",""2024-05-16 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-29 >> Referred to Com. on HEALTH."",""2024-07-03 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (July 3). Re-referred to Com. on APPR."",""2024-08-05 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2024-08-06 >> Read second time. Ordered to third reading."",""2024-08-28 >> Ordered to inactive file at the request of Senator Roth.""}"
26315,"{""2024-06-10 >> Introduced. To print."",""2024-06-11 >> From printer."",""2024-06-17 >> From committee: Be adopted. Ordered to Third Reading. (Ayes 10. Noes 0.) (June 17)."",""2024-06-17 >> Referred to Com. on RLS."",""2024-08-05 >> In Senate. To Com. on RLS."",""2024-08-05 >> Adopted and to Senate."",""2024-08-14 >> From committee: Ordered to third reading."",""2024-08-20 >> Ordered to special consent calendar."",""2024-08-22 >> Adopted and to Assembly. (Ayes 33. Noes 0.)"",""2024-08-22 >> In Assembly. Ordered to Engrossing and Enrolling."",""2024-08-28 >> Chaptered by Secretary of State - Res. Chapter 190, Statutes of 2024."",""2024-08-28 >> Enrolled and filed with the Secretary of State at 4 p.m.""}"
26317,"{""2024-03-19 >> Introduced. Referred to Com. on RLS."",""2024-04-03 >> From committee: Ordered to third reading."",""2024-05-02 >> Read. Adopted. (Ayes 38. Noes 0. Page 3829.)""}"
26322,"{""2024-05-16 >> Introduced. Referred to Com. on RLS."",""2024-05-21 >> From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS."",""2024-05-29 >> From committee: Ordered to third reading."",""2024-06-17 >> In Assembly. Held at Desk."",""2024-06-17 >> Read. Adopted. (Ayes 39. Noes 0. Page 4510.) Ordered to the Assembly."",""2024-06-20 >> Referred to Com. on RLS."",""2024-06-24 >> From committee: Be adopted. Ordered to consent calendar. (Ayes 7. Noes 0.) (June 24)."",""2024-06-26 >> Read. Adopted. (Ayes 75. Noes 0. Page 6039.) Ordered to the Senate."",""2024-06-27 >> In Senate. Ordered to engrossing and enrolling."",""2024-07-03 >> Chaptered by Secretary of State. Res. Chapter 144, Statutes of 2024."",""2024-07-03 >> Enrolled and filed with the Secretary of State at 2 p.m.""}"
26323,"{""2024-02-16 >> Introduced. Read first time. To Com. on RLS. for assignment. To print."",""2024-02-20 >> From printer. May be acted upon on or after March 18."",""2024-02-29 >> Referred to Com. on G.O."",""2024-04-09 >> Set for hearing April 23."",""2024-04-23 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 16. Noes 0. Page 3723.) (April 23). Re-referred to Com. on APPR."",""2024-04-26 >> Set for hearing May 6."",""2024-05-06 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2024-05-07 >> Read second time. Ordered to third reading."",""2024-05-21 >> Read third time. Passed. (Ayes 38. Noes 0. Page 4080.) Ordered to the Assembly."",""2024-05-22 >> In Assembly. Read first time. Held at Desk."",""2024-05-28 >> Referred to Com. on G.O."",""2024-06-05 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 19. Noes 0.) (June 5). Re-referred to Com. on APPR."",""2024-06-19 >> From committee: Do pass. Ordered to consent calendar. (Ayes 14. Noes 0.) (June 19)."",""2024-06-20 >> Read second time. Ordered to consent calendar."",""2024-06-26 >> Read third time. Passed. (Ayes 75. Noes 0. Page 6038.) Ordered to the Senate."",""2024-06-27 >> In Senate. Ordered to engrossing and enrolling."",""2024-07-02 >> Enrolled and presented to the Governor at 3 p.m."",""2024-07-15 >> Approved by the Governor."",""2024-07-15 >> Chaptered by Secretary of State. Chapter 137, Statutes of 2024.""}"
26334,"{""2024-02-16 >> Read first time. To print."",""2024-02-17 >> From printer. May be heard in committee March 18."",""2024-03-11 >> Referred to Coms. on ED. and HUM. S."",""2024-04-04 >> From committee: Do pass and re-refer to Com. on HUM. S. with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (April 3). Re-referred to Com. on HUM. S."",""2024-04-24 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 6. Noes 0.) (April 23). Re-referred to Com. on APPR."",""2024-05-08 >> From committee: Do pass. To Consent Calendar. (Ayes 15. Noes 0.) (May 8)."",""2024-05-09 >> Read second time. Ordered to Consent Calendar."",""2024-05-16 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-16 >> Read third time. Passed. Ordered to the Senate. (Ayes 71. Noes 0.)"",""2024-05-29 >> Referred to Com. on ED."",""2024-06-05 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (June 5). Re-referred to Com. on APPR."",""2024-06-17 >> In committee: Referred to suspense file."",""2024-08-15 >> From committee: Do pass. (Ayes 6. Noes 0.) (August 15)."",""2024-08-19 >> Read second time. Ordered to third reading."",""2024-08-21 >> Read third time and amended. Ordered to second reading."",""2024-08-22 >> Read second time. Ordered to third reading."",""2024-08-23 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-30 >> Read third time. Passed. Ordered to the Assembly. (Ayes 38. Noes 0.)."",""2024-08-31 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 76. Noes 0.)."",""2024-08-31 >> In Assembly. Concurrence in Senate amendments pending."",""2024-09-16 >> Enrolled and presented to the Governor at 3:30 p.m."",""2024-09-28 >> Approved by the Governor."",""2024-09-28 >> Chaptered by Secretary of State - Chapter 850, Statutes of 2024.""}"
26336,"{""2024-02-12 >> Read first time. To print."",""2024-02-13 >> From printer. May be heard in committee March 14."",""2024-02-26 >> Referred to Com. on H. & C.D."",""2024-03-07 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."",""2024-03-11 >> Re-referred to Com. on H. & C.D."",""2024-04-24 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (April 24). Re-referred to Com. on APPR."",""2024-05-08 >> From committee: Do pass. To Consent Calendar. (Ayes 15. Noes 0.) (May 8)."",""2024-05-09 >> Read second time. Ordered to Consent Calendar."",""2024-05-16 >> Read third time. Passed. Ordered to the Senate. (Ayes 71. Noes 0.)"",""2024-05-16 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2024-05-29 >> Referred to Com. on JUD."",""2024-06-12 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (June 11). Re-referred to Com. on APPR."",""2024-06-24 >> In committee: Referred to suspense file."",""2024-08-15 >> From committee: Do pass. (Ayes 7. Noes 0.) (August 15)."",""2024-08-19 >> Read second time. Ordered to third reading."",""2024-08-21 >> Read third time and amended. Ordered to second reading."",""2024-08-22 >> Read second time. Ordered to third reading."",""2024-08-27 >> Read third time. Passed. Ordered to the Assembly. (Ayes 40. Noes 0.)."",""2024-08-28 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 77. Noes 0.)."",""2024-08-28 >> Assembly Rule 77 suspended."",""2024-08-28 >> In Assembly. Concurrence in Senate amendments pending. May be considered on or after August 30 pursuant to Assembly Rule 77."",""2024-09-09 >> Enrolled and presented to the Governor at 3:30 p.m."",""2024-09-22 >> Chaptered by Secretary of State - Chapter 395, Statutes of 2024."",""2024-09-22 >> Approved by the Governor.""}"
