bill_id,history_trace
1462,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-02 >> Referred to Com. on E.S. & T.M."",""2023-03-16 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on E.S. & T.M. Read second time and amended."",""2023-03-20 >> Re-referred to Com. on E.S. & T.M."",""2023-04-19 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 2.) (April 18). Re-referred to Com. on APPR."",""2023-05-03 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 4.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 53. Noes 19. Page 1889.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Coms. on E.Q. and AGRI."",""2023-06-15 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on E.Q."",""2023-06-29 >> From committee: Do pass and re-refer to Com. on AGRI. (Ayes 4. Noes 2.) (June 28). Re-referred to Com. on AGRI."",""2023-06-30 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-06-10 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on AGRI."",""2024-06-11 >> Re-referred to Com. on RLS."",""2024-06-11 >> Withdrawn from committee."",""2024-06-12 >> Re-referred to Coms. on AGRI and E.Q."",""2024-06-18 >> From committee: Amend, and do pass as amended and re-refer to Com. on E.Q. (Ayes 3. Noes 0.) (June 18)."",""2024-06-19 >> Read second time and amended. Re-referred to Com. on E.Q."",""2024-07-03 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 0.) (July 3)."",""2024-07-03 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-08-05 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2024-08-06 >> Read second time. Ordered to third reading."",""2024-08-19 >> Read third time and amended. Ordered to second reading."",""2024-08-20 >> Read second time. Ordered to third reading."",""2024-08-23 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-31 >> In Assembly. Concurrence in Senate amendments pending."",""2024-08-31 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 50. Noes 17.)."",""2024-08-31 >> Read third time. Passed. Ordered to the Assembly. (Ayes 31. Noes 8.)."",""2024-09-12 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-22 >> Chaptered by Secretary of State - Chapter 348, Statutes of 2024."",""2024-09-22 >> Approved by the Governor.""}"
1463,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-02 >> Referred to Coms. on NAT. RES. and U. & E."",""2023-03-15 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."",""2023-03-16 >> Re-referred to Com. on NAT. RES."",""2023-03-28 >> From committee: Do pass and re-refer to Com. on U. & E. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (March 27). Re-referred to Com. on U. & E."",""2023-04-13 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 15. Noes 0.) (April 12)."",""2023-04-17 >> Read second time and amended."",""2023-04-18 >> Re-referred to Com. on APPR."",""2023-04-26 >> In committee: Hearing postponed by committee."",""2023-05-03 >> In committee: Hearing postponed by committee."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1886.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on E., U. & C."",""2023-06-22 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 18. Noes 0.) (June 20)."",""2023-06-26 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-07-10 >> In committee: Referred to APPR. suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1464,"{""2023-02-16 >> Read first time. To print."",""2023-02-17 >> From printer. May be heard in committee March 19."",""2023-03-02 >> Referred to Coms. on NAT. RES. and P. & C.P."",""2023-03-28 >> From committee: Do pass and re-refer to Com. on P. & C.P. (Ayes 8. Noes 2.) (March 27). Re-referred to Com. on P. & C.P."",""2023-04-19 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on P. & C.P. Read second time and amended."",""2023-04-20 >> Re-referred to Com. on P. & C.P."",""2023-05-01 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 2.) (April 25)."",""2023-05-02 >> Read second time and amended."",""2023-05-03 >> Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 4.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 49. Noes 17. Page 1905.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Coms. on JUD. and E.Q."",""2023-06-19 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on JUD."",""2023-06-28 >> From committee: Amend, and do pass as amended and re-refer to Com. on E.Q. (Ayes 9. Noes 0.) (June 27)."",""2023-06-29 >> Read second time and amended. Re-referred to Com. on E.Q."",""2023-07-03 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2023-07-12 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 4. Noes 2.) (July 12)."",""2023-07-13 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-09 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2023-08-21 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1465,"{""2023-02-17 >> Read first time. To print."",""2023-02-18 >> From printer. May be heard in committee March 20."",""2023-03-23 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."",""2023-03-23 >> Referred to Com. on H. & C.D."",""2023-03-27 >> Re-referred to Com. on H. & C.D."",""2023-04-18 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."",""2023-04-19 >> Re-referred to Com. on H. & C.D."",""2023-04-27 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 26). Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1907.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Coms. on HUMAN S. and HOUSING."",""2023-06-20 >> From committee: Do pass and re-refer to Com. on HOUSING. (Ayes 5. Noes 0.) (June 19). Re-referred to Com. on HOUSING."",""2023-07-11 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (July 10). Re-referred to Com. on APPR."",""2023-07-19 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-06-06 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on APPR."",""2024-06-10 >> Re-referred to Com. on RLS."",""2024-06-10 >> Withdrawn from committee."",""2024-06-12 >> Re-referred to Coms. on HOUSING and L. GOV."",""2024-06-25 >> From committee: Do pass and re-refer to Com. on L. GOV. with recommendation: To Consent Calendar. (Ayes 10. Noes 0.) (June 24). Re-referred to Com. on L. GOV."",""2024-06-26 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on L. GOV."",""2024-07-03 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (July 3)."",""2024-07-03 >> Read second time and amended. Re-referred to Com. on APPR."",""2024-08-05 >> From committee: Be ordered to second reading file pursuant to Senate Rule 28.8 and ordered to Consent Calendar."",""2024-08-06 >> Read second time. Ordered to Consent Calendar."",""2024-08-08 >> Ordered to third reading."",""2024-08-08 >> From Consent Calendar."",""2024-08-22 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-27 >> Read third time. Passed. Ordered to the Assembly. (Ayes 40. Noes 0.)."",""2024-08-28 >> In Assembly. Concurrence in Senate amendments pending. May be considered on or after August 30 pursuant to Assembly Rule 77."",""2024-08-28 >> Re-referred to Com. on H. & C.D. pursuant to Assembly Rule 77.2."",""2024-08-28 >> Assembly Rule 77 suspended."",""2024-08-29 >> Joint Rule 62(a) suspended."",""2024-08-30 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 74. Noes 0.)."",""2024-08-30 >> From committee: That the Senate amendments be concurred in. (Ayes 9. Noes 0.) (August 30)."",""2024-09-11 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-19 >> Chaptered by Secretary of State - Chapter 265, Statutes of 2024."",""2024-09-19 >> Approved by the Governor.""}"
1466,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-02 >> Referred to Com. on ED."",""2023-03-16 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2023-03-20 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."",""2023-03-21 >> Re-referred to Com. on ED."",""2023-04-17 >> In committee: Set, second hearing. Hearing canceled at the request of author."",""2023-04-27 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 26). Re-referred to Com. on APPR."",""2023-05-17 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Coauthors revised."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Joint Rule 62(a), file notice suspended. (Page 1580.)"",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1899.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on ED."",""2023-07-05 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on ED."",""2023-07-13 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (July 12). Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> Read second time and amended. Ordered returned to second reading."",""2023-09-01 >> From committee: Amend, and do pass as amended. (Ayes 7. Noes 0.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-11 >> Ordered to inactive file at the request of Senator Laird."",""2024-06-27 >> From inactive file."",""2024-06-27 >> Ordered to second reading."",""2024-07-01 >> Read second time. Ordered to third reading."",""2024-08-27 >> Read third time and amended. Ordered to second reading."",""2024-08-27 >> Joint Rule 61 suspended."",""2024-08-28 >> Read second time. Ordered to third reading."",""2024-08-31 >> Read third time. Passed. Ordered to the Assembly. (Ayes 39. Noes 0.)."",""2024-08-31 >> In Assembly. Concurrence in Senate amendments pending."",""2024-08-31 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 74. Noes 0.)."",""2024-09-12 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-30 >> Chaptered by Secretary of State - Chapter 1003, Statutes of 2024."",""2024-09-30 >> Approved by the Governor.""}"
1467,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-02-23 >> Referred to Com. on JUD."",""2023-03-21 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (March 21). Re-referred to Com. on APPR."",""2023-04-26 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Urgency clause adopted. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1885.)."",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on JUD."",""2023-06-21 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 11. Noes 0.) (June 20). Re-referred to Com. on APPR."",""2023-07-03 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1468,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-03-02 >> Referred to Coms. on P.E. & R. and L. GOV."",""2023-03-22 >> From committee: Do pass and re-refer to Com. on L. GOV. (Ayes 6. Noes 1.) (March 22). Re-referred to Com. on L. GOV."",""2023-04-20 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 19). Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-18 >> From committee: Do pass. (Ayes 12. Noes 1.) (May 18)."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 65. Noes 4. Page 1881.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Coms. on GOV. & F. and L., P.E. & R."",""2023-06-28 >> From committee: Do pass and re-refer to Com. on L., P.E. & R. (Ayes 6. Noes 0.) (June 28). Re-referred to Com. on L., P.E. & R."",""2023-07-12 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (July 12). Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> From committee: Do pass. (Ayes 5. Noes 2.) (September 1)."",""2023-09-05 >> Read second time. Ordered to third reading."",""2023-09-07 >> Ordered to inactive file at the request of Senator Caballero."",""2024-08-15 >> Ordered to second reading."",""2024-08-15 >> From inactive file."",""2024-08-19 >> Read second time. Ordered to third reading."",""2024-08-23 >> Read third time and amended. Ordered to second reading."",""2024-08-26 >> From committee: Be re-referred to Com. on L. GOV. pursuant to Senate Rule 29.10(b). (Ayes 5. Noes 0.) Re-referred to Com. on L. GOV."",""2024-08-26 >> Re-referred to Com. on RLS pursuant to Senate Rule 29.10(b)."",""2024-08-26 >> Read second time. Ordered to third reading."",""2024-08-27 >> From committee: That the measure be returned to Senate Floor for consideration. (Ayes 4. Noes 1.) (August 27)"",""2024-08-28 >> Read third time. Passed. Ordered to the Assembly. (Ayes 30. Noes 8.)."",""2024-08-28 >> In Assembly. Concurrence in Senate amendments pending. May be considered on or after August 30 pursuant to Assembly Rule 77."",""2024-08-29 >> Re-referred to Com. on L. GOV. pursuant to Assembly Rule 77.2."",""2024-08-30 >> From committee: That the Senate amendments be concurred in. (Ayes 8. Noes 0.) (August 30)."",""2024-08-30 >> Joint Rule 62(a) suspended."",""2024-08-31 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 62. Noes 0.)."",""2024-09-12 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-27 >> Approved by the Governor."",""2024-09-27 >> Chaptered by Secretary of State - Chapter 676, Statutes of 2024.""}"
1469,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-03-16 >> Referred to Com. on AGING & L.T.C."",""2023-03-20 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on AGING & L.T.C. Read second time and amended."",""2023-03-21 >> Re-referred to Com. on AGING & L.T.C."",""2023-04-12 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on AGING & L.T.C. Read second time and amended."",""2023-04-17 >> Re-referred to Com. on AGING & L.T.C."",""2023-04-26 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 25)."",""2023-04-27 >> Read second time and amended."",""2023-05-01 >> Re-referred to Com. on APPR."",""2023-05-17 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-18 >> Joint Rule 62(a), file notice suspended. (Page 1580.)"",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1887.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on HUMAN S."",""2023-06-20 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 0.) (June 19). Re-referred to Com. on APPR."",""2023-07-03 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1470,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-03-02 >> Referred to Coms. on W., P., & W. and NAT. RES."",""2023-03-16 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on W., P., & W. Read second time and amended."",""2023-03-20 >> Re-referred to Com. on W., P., & W."",""2023-03-28 >> From committee: Amend, and do pass as amended and re-refer to Com. on NAT. RES. (Ayes 15. Noes 0.) (March 28)."",""2023-03-29 >> Read second time and amended."",""2023-03-30 >> Re-referred to Com. on NAT. RES."",""2023-04-18 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (April 17)."",""2023-04-19 >> Read second time and amended."",""2023-04-20 >> Re-referred to Com. on APPR."",""2023-05-03 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Amend, and do pass as amended. (Ayes 15. Noes 0.) (May 18)."",""2023-05-18 >> Read second time and amended. Ordered returned to second reading."",""2023-05-22 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1923.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on N.R. & W."",""2023-07-12 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 10. Noes 0.) (July 10)."",""2023-07-13 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1471,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-02-23 >> Referred to Com. on NAT. RES."",""2023-03-21 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."",""2023-03-22 >> Re-referred to Com. on NAT. RES."",""2023-03-30 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (March 27)."",""2023-03-30 >> Read second time and amended."",""2023-04-03 >> Re-referred to Com. on APPR."",""2023-04-26 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 3.) (May 18)."",""2023-05-22 >> Read third time and amended. Ordered to third reading. (Page 1684.)"",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 63. Noes 8. Page 1878.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on E.Q."",""2023-06-20 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2023-07-05 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 5. Noes 1.) (July 5)."",""2023-07-06 >> Read second time and amended. Re-referred to Com. on APPR."",""2023-08-17 >> In committee: Hearing postponed by committee."",""2023-08-28 >> From committee: Be ordered to second reading pursuant to Senate Rule 28.8."",""2023-08-29 >> Read second time. Ordered to third reading."",""2023-09-11 >> Ordered to inactive file at the request of Senator Portantino."",""2024-06-10 >> Read second time and amended. Ordered returned to second reading."",""2024-06-10 >> Ordered to second reading."",""2024-06-10 >> From inactive file."",""2024-06-11 >> Read second time. Ordered to third reading."",""2024-06-13 >> Re-referred to Coms. on E.Q. and JUD."",""2024-06-13 >> Re-referred to Com. on RLS pursuant to Senate Rule 29.10(c)."",""2024-06-19 >> From committee: Amend, and do pass as amended and re-refer to Com. on JUD. (Ayes 5. Noes 2.) (June 19)."",""2024-06-20 >> Read second time and amended. Re-referred to Com. on JUD."",""2024-07-03 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 2.) (July 2). Re-referred to Com. on APPR."",""2024-07-29 >> In committee: Set, first hearing. Hearing canceled at the request of author."",""2024-08-07 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on APPR."",""2024-08-12 >> In committee: Referred to APPR suspense file."",""2024-08-19 >> From committee: Amend, and do pass as amended. (Ayes 5. Noes 0.) (August 15)."",""2024-08-20 >> Read second time and amended. Ordered to third reading."",""2024-08-27 >> Read third time and amended. Ordered to second reading."",""2024-08-27 >> Joint Rule 61 suspended. (Ayes 30. Noes 9.)"",""2024-08-28 >> Read second time. Ordered to third reading."",""2024-08-31 >> Senate amendments concurred in. To Engrossing and Enrolling. (Ayes 55. Noes 9.)."",""2024-08-31 >> In Assembly. Concurrence in Senate amendments pending."",""2024-08-31 >> Read third time. Passed. Ordered to the Assembly. (Ayes 24. Noes 9.)."",""2024-09-12 >> Enrolled and presented to the Governor at 4 p.m."",""2024-09-27 >> Approved by the Governor."",""2024-09-27 >> Chaptered by Secretary of State - Chapter 675, Statutes of 2024.""}"
1472,"{""2023-02-13 >> Read first time. To print."",""2023-02-14 >> From printer. May be heard in committee March 16."",""2023-02-23 >> Referred to Com. on TRANS."",""2023-03-13 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."",""2023-03-14 >> Re-referred to Com. on TRANS."",""2023-03-14 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."",""2023-03-15 >> Re-referred to Com. on TRANS."",""2023-03-21 >> Coauthors revised."",""2023-03-21 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 1.) (March 20). Re-referred to Com. on APPR."",""2023-04-26 >> In committee: Hearing postponed by committee."",""2023-05-03 >> In committee: Hearing postponed by committee."",""2023-05-10 >> In committee: Hearing postponed by committee."",""2023-05-17 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 3.) (May 18)."",""2023-05-18 >> Joint Rule 62(a), file notice suspended. (Page 1580.)"",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 63. Noes 9. Page 1873.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on TRANS."",""2023-06-19 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."",""2023-06-28 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 3.) (June 27). Re-referred to Com. on APPR."",""2023-07-03 >> From committee chair, with author's amendments: Amend, and re-refer to committee. Read second time, amended, and re-referred to Com. on APPR."",""2023-07-06 >> In committee: Hearing postponed by committee."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1473,"{""2023-02-13 >> Read first time. To print."",""2023-02-14 >> From printer. May be heard in committee March 16."",""2023-03-16 >> Referred to Com. on A. & A.R."",""2023-03-20 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on A. & A.R. Read second time and amended."",""2023-03-21 >> Re-referred to Com. on A. & A.R."",""2023-04-24 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 6. Noes 0.) (April 19)."",""2023-04-25 >> Read second time and amended."",""2023-04-26 >> Re-referred to Com. on APPR."",""2023-05-10 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time and amended. Ordered returned to second reading."",""2023-05-18 >> From committee: Amend, and do pass as amended. (Ayes 11. Noes 0.) (May 18)."",""2023-05-22 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1910.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on G.O."",""2023-06-16 >> In committee: Hearing postponed by committee."",""2023-07-11 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 14. Noes 0.) (July 11). Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1474,"{""2023-02-14 >> Read first time. To print."",""2023-02-15 >> From printer. May be heard in committee March 17."",""2023-02-23 >> Referred to Com. on NAT. RES."",""2023-03-15 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."",""2023-03-16 >> Re-referred to Com. on NAT. RES."",""2023-03-28 >> From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 3.) (March 27)."",""2023-03-29 >> Read second time and amended."",""2023-03-30 >> Re-referred to Com. on APPR."",""2023-04-19 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> From committee: Do pass. (Ayes 11. Noes 4.) (May 18)."",""2023-05-18 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 60. Noes 18. Page 1876.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on E.Q."",""2023-07-05 >> From committee: Do pass and re-refer to Com. on APPR. (Ayes 5. Noes 2.) (July 5). Re-referred to Com. on APPR."",""2023-08-14 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
1475,"{""2023-02-15 >> Read first time. To print."",""2023-02-16 >> From printer. May be heard in committee March 18."",""2023-02-23 >> Referred to Com. on PUB. S."",""2023-03-16 >> From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."",""2023-03-20 >> Re-referred to Com. on PUB. S."",""2023-03-22 >> From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 8. Noes 0.) (March 21). Re-referred to Com. on APPR."",""2023-04-19 >> In committee: Set, first hearing. Referred to APPR. suspense file."",""2023-05-18 >> Read second time and amended. Ordered returned to second reading."",""2023-05-18 >> From committee: Amend, and do pass as amended. (Ayes 11. Noes 0.) (May 18)."",""2023-05-22 >> Read second time. Ordered to third reading."",""2023-05-30 >> Read third time. Passed. Ordered to the Senate. (Ayes 80. Noes 0. Page 1925.)"",""2023-05-31 >> In Senate. Read first time. To Com. on RLS. for assignment."",""2023-06-07 >> Referred to Com. on PUB S."",""2023-06-20 >> From committee: Do pass and re-refer to Com. on APPR with recommendation: To Consent Calendar. (Ayes 5. Noes 0.) (June 20). Re-referred to Com. on APPR."",""2023-07-03 >> In committee: Referred to APPR suspense file."",""2023-09-01 >> In committee: Held under submission.""}"
